guesses, answers
0.0,0.5048624262175738,0.0,0.0,0.49513757378242623
1.0,0.0,1.0,0.0,0.0
2.0,0.0,0.001,0.999,0.0
3.0,0.5048624262175738,0.0,0.0,0.49513757378242623
0.0,0.5127270271395271,0.0,0.0,0.4872729728604729
0.0,0.5114522986086846,0.0,0.0,0.4885477013913154
0.0,0.5114522986086846,0.0,0.0,0.4885477013913154
0.0,0.5114522986086846,0.0,0.0,0.4885477013913154
0.0,0.4977852631029101,0.0,0.0,0.5022147368970898
0.0,0.502502655677656,0.0,0.0,0.49749734432234394
0.0,0.5114522986086846,0.0,0.0,0.4885477013913154
0.0,0.4963266393736982,0.0,0.0,0.5036733606263017
0.0,0.5114522986086846,0.0,0.0,0.4885477013913154
1.0,0.0,0.631,0.369,0.0
1.0,0.008903030303030303,0.61,0.373,0.008096969696969698
1.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0
2.0,0.0,0.094,0.906,0.0
2.0,0.0,0.001,0.999,0.0
2.0,0.0,0.094,0.906,0.0
2.0,0.0,0.001,0.999,0.0
2.0,0.0,0.001,0.999,0.0
2.0,0.0,0.001,0.999,0.0
2.0,0.0,0.001,0.999,0.0
2.0,0.0,0.001,0.999,0.0
2.0,0.0,0.001,0.999,0.0
3.0,0.5127270271395271,0.0,0.0,0.4872729728604729
3.0,0.5114522986086846,0.0,0.0,0.4885477013913154
3.0,0.5114522986086846,0.0,0.0,0.4885477013913154
3.0,0.5114522986086846,0.0,0.0,0.4885477013913154
3.0,0.4977852631029101,0.0,0.0,0.5022147368970898
3.0,0.502502655677656,0.0,0.0,0.49749734432234394
3.0,0.5114522986086846,0.0,0.0,0.4885477013913154
3.0,0.4963266393736982,0.0,0.0,0.5036733606263017
3.0,0.5114522986086846,0.0,0.0,0.4885477013913154
